Date,DateKey,Year,Month,Day,Quarter,Weekday,Date_String
1959-03-13,13031959,1959,3,13,1,4,13-03-1959
1959-03-14,14031959,1959,3,14,1,5,14-03-1959
1959-03-15,15031959,1959,3,15,1,6,15-03-1959
1959-03-16,16031959,1959,3,16,1,0,16-03-1959
1959-03-17,17031959,1959,3,17,1,1,17-03-1959
1959-03-18,18031959,1959,3,18,1,2,18-03-1959
1959-03-19,19031959,1959,3,19,1,3,19-03-1959
1959-03-20,20031959,1959,3,20,1,4,20-03-1959
1959-03-21,21031959,1959,3,21,1,5,21-03-1959
1959-03-22,22031959,1959,3,22,1,6,22-03-1959
1959-03-23,23031959,1959,3,23,1,0,23-03-1959
1959-03-24,24031959,1959,3,24,1,1,24-03-1959
1959-03-25,25031959,1959,3,25,1,2,25-03-1959
1959-03-26,26031959,1959,3,26,1,3,26-03-1959
1959-03-27,27031959,1959,3,27,1,4,27-03-1959
1959-03-28,28031959,1959,3,28,1,5,28-03-1959
1959-03-29,29031959,1959,3,29,1,6,29-03-1959
1959-03-30,30031959,1959,3,30,1,0,30-03-1959
1959-03-31,31031959,1959,3,31,1,1,31-03-1959
1959-04-01,1041959,1959,4,1,2,2,01-04-1959
1959-04-02,2041959,1959,4,2,2,3,02-04-1959
1959-04-03,3041959,1959,4,3,2,4,03-04-1959
1959-04-04,4041959,1959,4,4,2,5,04-04-1959
1959-04-05,5041959,1959,4,5,2,6,05-04-1959
1959-04-06,6041959,1959,4,6,2,0,06-04-1959
1959-04-07,7041959,1959,4,7,2,1,07-04-1959
1959-04-08,8041959,1959,4,8,2,2,08-04-1959
1959-04-09,9041959,1959,4,9,2,3,09-04-1959
1959-04-10,10041959,1959,4,10,2,4,10-04-1959
1959-04-11,11041959,1959,4,11,2,5,11-04-1959
1959-04-12,12041959,1959,4,12,2,6,12-04-1959
1959-04-13,13041959,1959,4,13,2,0,13-04-1959
1959-04-14,14041959,1959,4,14,2,1,14-04-1959
1959-04-15,15041959,1959,4,15,2,2,15-04-1959
1959-04-16,16041959,1959,4,16,2,3,16-04-1959
1959-04-17,17041959,1959,4,17,2,4,17-04-1959
1959-04-18,18041959,1959,4,18,2,5,18-04-1959
1959-04-19,19041959,1959,4,19,2,6,19-04-1959
1959-04-20,20041959,1959,4,20,2,0,20-04-1959
1959-04-21,21041959,1959,4,21,2,1,21-04-1959
1959-04-22,22041959,1959,4,22,2,2,22-04-1959
1959-04-23,23041959,1959,4,23,2,3,23-04-1959
1959-04-24,24041959,1959,4,24,2,4,24-04-1959
1959-04-25,25041959,1959,4,25,2,5,25-04-1959
1959-04-26,26041959,1959,4,26,2,6,26-04-1959
1959-04-27,27041959,1959,4,27,2,0,27-04-1959
1959-04-28,28041959,1959,4,28,2,1,28-04-1959
1959-04-29,29041959,1959,4,29,2,2,29-04-1959
1959-04-30,30041959,1959,4,30,2,3,30-04-1959
1959-05-01,1051959,1959,5,1,2,4,01-05-1959
1959-05-02,2051959,1959,5,2,2,5,02-05-1959
1959-05-03,3051959,1959,5,3,2,6,03-05-1959
1959-05-04,4051959,1959,5,4,2,0,04-05-1959
1959-05-05,5051959,1959,5,5,2,1,05-05-1959
1959-05-06,6051959,1959,5,6,2,2,06-05-1959
1959-05-07,7051959,1959,5,7,2,3,07-05-1959
1959-05-08,8051959,1959,5,8,2,4,08-05-1959
1959-05-09,9051959,1959,5,9,2,5,09-05-1959
1959-05-10,10051959,1959,5,10,2,6,10-05-1959
1959-05-11,11051959,1959,5,11,2,0,11-05-1959
1959-05-12,12051959,1959,5,12,2,1,12-05-1959
1959-05-13,13051959,1959,5,13,2,2,13-05-1959
1959-05-14,14051959,1959,5,14,2,3,14-05-1959
1959-05-15,15051959,1959,5,15,2,4,15-05-1959
1959-05-16,16051959,1959,5,16,2,5,16-05-1959
1959-05-17,17051959,1959,5,17,2,6,17-05-1959
1959-05-18,18051959,1959,5,18,2,0,18-05-1959
1959-05-19,19051959,1959,5,19,2,1,19-05-1959
1959-05-20,20051959,1959,5,20,2,2,20-05-1959
1959-05-21,21051959,1959,5,21,2,3,21-05-1959
1959-05-22,22051959,1959,5,22,2,4,22-05-1959
1959-05-23,23051959,1959,5,23,2,5,23-05-1959
1959-05-24,24051959,1959,5,24,2,6,24-05-1959
1959-05-25,25051959,1959,5,25,2,0,25-05-1959
1959-05-26,26051959,1959,5,26,2,1,26-05-1959
1959-05-27,27051959,1959,5,27,2,2,27-05-1959
1959-05-28,28051959,1959,5,28,2,3,28-05-1959
1959-05-29,29051959,1959,5,29,2,4,29-05-1959
1959-05-30,30051959,1959,5,30,2,5,30-05-1959
1959-05-31,31051959,1959,5,31,2,6,31-05-1959
1959-06-01,1061959,1959,6,1,2,0,01-06-1959
1959-06-02,2061959,1959,6,2,2,1,02-06-1959
1959-06-03,3061959,1959,6,3,2,2,03-06-1959
1959-06-04,4061959,1959,6,4,2,3,04-06-1959
1959-06-05,5061959,1959,6,5,2,4,05-06-1959
1959-06-06,6061959,1959,6,6,2,5,06-06-1959
1959-06-07,7061959,1959,6,7,2,6,07-06-1959
1959-06-08,8061959,1959,6,8,2,0,08-06-1959
1959-06-09,9061959,1959,6,9,2,1,09-06-1959
1959-06-10,10061959,1959,6,10,2,2,10-06-1959
1959-06-11,11061959,1959,6,11,2,3,11-06-1959
1959-06-12,12061959,1959,6,12,2,4,12-06-1959
1959-06-13,13061959,1959,6,13,2,5,13-06-1959
1959-06-14,14061959,1959,6,14,2,6,14-06-1959
1959-06-15,15061959,1959,6,15,2,0,15-06-1959
1959-06-16,16061959,1959,6,16,2,1,16-06-1959
1959-06-17,17061959,1959,6,17,2,2,17-06-1959
1959-06-18,18061959,1959,6,18,2,3,18-06-1959
1959-06-19,19061959,1959,6,19,2,4,19-06-1959
1959-06-20,20061959,1959,6,20,2,5,20-06-1959
1959-06-21,21061959,1959,6,21,2,6,21-06-1959
1959-06-22,22061959,1959,6,22,2,0,22-06-1959
1959-06-23,23061959,1959,6,23,2,1,23-06-1959
1959-06-24,24061959,1959,6,24,2,2,24-06-1959
1959-06-25,25061959,1959,6,25,2,3,25-06-1959
1959-06-26,26061959,1959,6,26,2,4,26-06-1959
1959-06-27,27061959,1959,6,27,2,5,27-06-1959
1959-06-28,28061959,1959,6,28,2,6,28-06-1959
1959-06-29,29061959,1959,6,29,2,0,29-06-1959
1959-06-30,30061959,1959,6,30,2,1,30-06-1959
1959-07-01,1071959,1959,7,1,3,2,01-07-1959
1959-07-02,2071959,1959,7,2,3,3,02-07-1959
1959-07-03,3071959,1959,7,3,3,4,03-07-1959
1959-07-04,4071959,1959,7,4,3,5,04-07-1959
1959-07-05,5071959,1959,7,5,3,6,05-07-1959
1959-07-06,6071959,1959,7,6,3,0,06-07-1959
1959-07-07,7071959,1959,7,7,3,1,07-07-1959
1959-07-08,8071959,1959,7,8,3,2,08-07-1959
1959-07-09,9071959,1959,7,9,3,3,09-07-1959
1959-07-10,10071959,1959,7,10,3,4,10-07-1959
1959-07-11,11071959,1959,7,11,3,5,11-07-1959
1959-07-12,12071959,1959,7,12,3,6,12-07-1959
1959-07-13,13071959,1959,7,13,3,0,13-07-1959
1959-07-14,14071959,1959,7,14,3,1,14-07-1959
1959-07-15,15071959,1959,7,15,3,2,15-07-1959
1959-07-16,16071959,1959,7,16,3,3,16-07-1959
1959-07-17,17071959,1959,7,17,3,4,17-07-1959
1959-07-18,18071959,1959,7,18,3,5,18-07-1959
1959-07-19,19071959,1959,7,19,3,6,19-07-1959
1959-07-20,20071959,1959,7,20,3,0,20-07-1959
1959-07-21,21071959,1959,7,21,3,1,21-07-1959
1959-07-22,22071959,1959,7,22,3,2,22-07-1959
1959-07-23,23071959,1959,7,23,3,3,23-07-1959
1959-07-24,24071959,1959,7,24,3,4,24-07-1959
1959-07-25,25071959,1959,7,25,3,5,25-07-1959
1959-07-26,26071959,1959,7,26,3,6,26-07-1959
1959-07-27,27071959,1959,7,27,3,0,27-07-1959
1959-07-28,28071959,1959,7,28,3,1,28-07-1959
1959-07-29,29071959,1959,7,29,3,2,29-07-1959
1959-07-30,30071959,1959,7,30,3,3,30-07-1959
1959-07-31,31071959,1959,7,31,3,4,31-07-1959
1959-08-01,1081959,1959,8,1,3,5,01-08-1959
1959-08-02,2081959,1959,8,2,3,6,02-08-1959
1959-08-03,3081959,1959,8,3,3,0,03-08-1959
1959-08-04,4081959,1959,8,4,3,1,04-08-1959
1959-08-05,5081959,1959,8,5,3,2,05-08-1959
1959-08-06,6081959,1959,8,6,3,3,06-08-1959
1959-08-07,7081959,1959,8,7,3,4,07-08-1959
1959-08-08,8081959,1959,8,8,3,5,08-08-1959
1959-08-09,9081959,1959,8,9,3,6,09-08-1959
1959-08-10,10081959,1959,8,10,3,0,10-08-1959
1959-08-11,11081959,1959,8,11,3,1,11-08-1959
1959-08-12,12081959,1959,8,12,3,2,12-08-1959
1959-08-13,13081959,1959,8,13,3,3,13-08-1959
1959-08-14,14081959,1959,8,14,3,4,14-08-1959
1959-08-15,15081959,1959,8,15,3,5,15-08-1959
1959-08-16,16081959,1959,8,16,3,6,16-08-1959
1959-08-17,17081959,1959,8,17,3,0,17-08-1959
1959-08-18,18081959,1959,8,18,3,1,18-08-1959
1959-08-19,19081959,1959,8,19,3,2,19-08-1959
1959-08-20,20081959,1959,8,20,3,3,20-08-1959
1959-08-21,21081959,1959,8,21,3,4,21-08-1959
1959-08-22,22081959,1959,8,22,3,5,22-08-1959
1959-08-23,23081959,1959,8,23,3,6,23-08-1959
1959-08-24,24081959,1959,8,24,3,0,24-08-1959
1959-08-25,25081959,1959,8,25,3,1,25-08-1959
1959-08-26,26081959,1959,8,26,3,2,26-08-1959
1959-08-27,27081959,1959,8,27,3,3,27-08-1959
1959-08-28,28081959,1959,8,28,3,4,28-08-1959
1959-08-29,29081959,1959,8,29,3,5,29-08-1959
1959-08-30,30081959,1959,8,30,3,6,30-08-1959
1959-08-31,31081959,1959,8,31,3,0,31-08-1959
1959-09-01,1091959,1959,9,1,3,1,01-09-1959
1959-09-02,2091959,1959,9,2,3,2,02-09-1959
1959-09-03,3091959,1959,9,3,3,3,03-09-1959
1959-09-04,4091959,1959,9,4,3,4,04-09-1959
1959-09-05,5091959,1959,9,5,3,5,05-09-1959
1959-09-06,6091959,1959,9,6,3,6,06-09-1959
1959-09-07,7091959,1959,9,7,3,0,07-09-1959
1959-09-08,8091959,1959,9,8,3,1,08-09-1959
1959-09-09,9091959,1959,9,9,3,2,09-09-1959
1959-09-10,10091959,1959,9,10,3,3,10-09-1959
1959-09-11,11091959,1959,9,11,3,4,11-09-1959
1959-09-12,12091959,1959,9,12,3,5,12-09-1959
1959-09-13,13091959,1959,9,13,3,6,13-09-1959
1959-09-14,14091959,1959,9,14,3,0,14-09-1959
1959-09-15,15091959,1959,9,15,3,1,15-09-1959
1959-09-16,16091959,1959,9,16,3,2,16-09-1959
1959-09-17,17091959,1959,9,17,3,3,17-09-1959
1959-09-18,18091959,1959,9,18,3,4,18-09-1959
1959-09-19,19091959,1959,9,19,3,5,19-09-1959
1959-09-20,20091959,1959,9,20,3,6,20-09-1959
1959-09-21,21091959,1959,9,21,3,0,21-09-1959
1959-09-22,22091959,1959,9,22,3,1,22-09-1959
1959-09-23,23091959,1959,9,23,3,2,23-09-1959
1959-09-24,24091959,1959,9,24,3,3,24-09-1959
1959-09-25,25091959,1959,9,25,3,4,25-09-1959
1959-09-26,26091959,1959,9,26,3,5,26-09-1959
1959-09-27,27091959,1959,9,27,3,6,27-09-1959
1959-09-28,28091959,1959,9,28,3,0,28-09-1959
1959-09-29,29091959,1959,9,29,3,1,29-09-1959
1959-09-30,30091959,1959,9,30,3,2,30-09-1959
1959-10-01,1101959,1959,10,1,4,3,01-10-1959
1959-10-02,2101959,1959,10,2,4,4,02-10-1959
1959-10-03,3101959,1959,10,3,4,5,03-10-1959
1959-10-04,4101959,1959,10,4,4,6,04-10-1959
1959-10-05,5101959,1959,10,5,4,0,05-10-1959
1959-10-06,6101959,1959,10,6,4,1,06-10-1959
1959-10-07,7101959,1959,10,7,4,2,07-10-1959
1959-10-08,8101959,1959,10,8,4,3,08-10-1959
1959-10-09,9101959,1959,10,9,4,4,09-10-1959
1959-10-10,10101959,1959,10,10,4,5,10-10-1959
1959-10-11,11101959,1959,10,11,4,6,11-10-1959
1959-10-12,12101959,1959,10,12,4,0,12-10-1959
1959-10-13,13101959,1959,10,13,4,1,13-10-1959
1959-10-14,14101959,1959,10,14,4,2,14-10-1959
1959-10-15,15101959,1959,10,15,4,3,15-10-1959
1959-10-16,16101959,1959,10,16,4,4,16-10-1959
1959-10-17,17101959,1959,10,17,4,5,17-10-1959
1959-10-18,18101959,1959,10,18,4,6,18-10-1959
1959-10-19,19101959,1959,10,19,4,0,19-10-1959
1959-10-20,20101959,1959,10,20,4,1,20-10-1959
1959-10-21,21101959,1959,10,21,4,2,21-10-1959
1959-10-22,22101959,1959,10,22,4,3,22-10-1959
1959-10-23,23101959,1959,10,23,4,4,23-10-1959
1959-10-24,24101959,1959,10,24,4,5,24-10-1959
1959-10-25,25101959,1959,10,25,4,6,25-10-1959
1959-10-26,26101959,1959,10,26,4,0,26-10-1959
1959-10-27,27101959,1959,10,27,4,1,27-10-1959
1959-10-28,28101959,1959,10,28,4,2,28-10-1959
1959-10-29,29101959,1959,10,29,4,3,29-10-1959
1959-10-30,30101959,1959,10,30,4,4,30-10-1959
1959-10-31,31101959,1959,10,31,4,5,31-10-1959
1959-11-01,1111959,1959,11,1,4,6,01-11-1959
1959-11-02,2111959,1959,11,2,4,0,02-11-1959
1959-11-03,3111959,1959,11,3,4,1,03-11-1959
1959-11-04,4111959,1959,11,4,4,2,04-11-1959
1959-11-05,5111959,1959,11,5,4,3,05-11-1959
1959-11-06,6111959,1959,11,6,4,4,06-11-1959
1959-11-07,7111959,1959,11,7,4,5,07-11-1959
1959-11-08,8111959,1959,11,8,4,6,08-11-1959
1959-11-09,9111959,1959,11,9,4,0,09-11-1959
1959-11-10,10111959,1959,11,10,4,1,10-11-1959
1959-11-11,11111959,1959,11,11,4,2,11-11-1959
1959-11-12,12111959,1959,11,12,4,3,12-11-1959
1959-11-13,13111959,1959,11,13,4,4,13-11-1959
1959-11-14,14111959,1959,11,14,4,5,14-11-1959
1959-11-15,15111959,1959,11,15,4,6,15-11-1959
1959-11-16,16111959,1959,11,16,4,0,16-11-1959
1959-11-17,17111959,1959,11,17,4,1,17-11-1959
1959-11-18,18111959,1959,11,18,4,2,18-11-1959
1959-11-19,19111959,1959,11,19,4,3,19-11-1959
1959-11-20,20111959,1959,11,20,4,4,20-11-1959
1959-11-21,21111959,1959,11,21,4,5,21-11-1959
1959-11-22,22111959,1959,11,22,4,6,22-11-1959
1959-11-23,23111959,1959,11,23,4,0,23-11-1959
1959-11-24,24111959,1959,11,24,4,1,24-11-1959
1959-11-25,25111959,1959,11,25,4,2,25-11-1959
1959-11-26,26111959,1959,11,26,4,3,26-11-1959
1959-11-27,27111959,1959,11,27,4,4,27-11-1959
1959-11-28,28111959,1959,11,28,4,5,28-11-1959
1959-11-29,29111959,1959,11,29,4,6,29-11-1959
1959-11-30,30111959,1959,11,30,4,0,30-11-1959
1959-12-01,1121959,1959,12,1,4,1,01-12-1959
1959-12-02,2121959,1959,12,2,4,2,02-12-1959
1959-12-03,3121959,1959,12,3,4,3,03-12-1959
1959-12-04,4121959,1959,12,4,4,4,04-12-1959
1959-12-05,5121959,1959,12,5,4,5,05-12-1959
1959-12-06,6121959,1959,12,6,4,6,06-12-1959
1959-12-07,7121959,1959,12,7,4,0,07-12-1959
1959-12-08,8121959,1959,12,8,4,1,08-12-1959
1959-12-09,9121959,1959,12,9,4,2,09-12-1959
1959-12-10,10121959,1959,12,10,4,3,10-12-1959
1959-12-11,11121959,1959,12,11,4,4,11-12-1959
1959-12-12,12121959,1959,12,12,4,5,12-12-1959
1959-12-13,13121959,1959,12,13,4,6,13-12-1959
1959-12-14,14121959,1959,12,14,4,0,14-12-1959
1959-12-15,15121959,1959,12,15,4,1,15-12-1959
1959-12-16,16121959,1959,12,16,4,2,16-12-1959
1959-12-17,17121959,1959,12,17,4,3,17-12-1959
1959-12-18,18121959,1959,12,18,4,4,18-12-1959
1959-12-19,19121959,1959,12,19,4,5,19-12-1959
1959-12-20,20121959,1959,12,20,4,6,20-12-1959
1959-12-21,21121959,1959,12,21,4,0,21-12-1959
1959-12-22,22121959,1959,12,22,4,1,22-12-1959
1959-12-23,23121959,1959,12,23,4,2,23-12-1959
1959-12-24,24121959,1959,12,24,4,3,24-12-1959
1959-12-25,25121959,1959,12,25,4,4,25-12-1959
1959-12-26,26121959,1959,12,26,4,5,26-12-1959
1959-12-27,27121959,1959,12,27,4,6,27-12-1959
1959-12-28,28121959,1959,12,28,4,0,28-12-1959
1959-12-29,29121959,1959,12,29,4,1,29-12-1959
1959-12-30,30121959,1959,12,30,4,2,30-12-1959
1959-12-31,31121959,1959,12,31,4,3,31-12-1959
1960-01-01,1011960,1960,1,1,1,4,01-01-1960
1960-01-02,2011960,1960,1,2,1,5,02-01-1960
1960-01-03,3011960,1960,1,3,1,6,03-01-1960
1960-01-04,4011960,1960,1,4,1,0,04-01-1960
1960-01-05,5011960,1960,1,5,1,1,05-01-1960
1960-01-06,6011960,1960,1,6,1,2,06-01-1960
1960-01-07,7011960,1960,1,7,1,3,07-01-1960
1960-01-08,8011960,1960,1,8,1,4,08-01-1960
1960-01-09,9011960,1960,1,9,1,5,09-01-1960
1960-01-10,10011960,1960,1,10,1,6,10-01-1960
1960-01-11,11011960,1960,1,11,1,0,11-01-1960
1960-01-12,12011960,1960,1,12,1,1,12-01-1960
1960-01-13,13011960,1960,1,13,1,2,13-01-1960
1960-01-14,14011960,1960,1,14,1,3,14-01-1960
1960-01-15,15011960,1960,1,15,1,4,15-01-1960
1960-01-16,16011960,1960,1,16,1,5,16-01-1960
1960-01-17,17011960,1960,1,17,1,6,17-01-1960
1960-01-18,18011960,1960,1,18,1,0,18-01-1960
1960-01-19,19011960,1960,1,19,1,1,19-01-1960
1960-01-20,20011960,1960,1,20,1,2,20-01-1960
1960-01-21,21011960,1960,1,21,1,3,21-01-1960
1960-01-22,22011960,1960,1,22,1,4,22-01-1960
1960-01-23,23011960,1960,1,23,1,5,23-01-1960
1960-01-24,24011960,1960,1,24,1,6,24-01-1960
1960-01-25,25011960,1960,1,25,1,0,25-01-1960
1960-01-26,26011960,1960,1,26,1,1,26-01-1960
1960-01-27,27011960,1960,1,27,1,2,27-01-1960
1960-01-28,28011960,1960,1,28,1,3,28-01-1960
1960-01-29,29011960,1960,1,29,1,4,29-01-1960
1960-01-30,30011960,1960,1,30,1,5,30-01-1960
1960-01-31,31011960,1960,1,31,1,6,31-01-1960
1960-02-01,1021960,1960,2,1,1,0,01-02-1960
1960-02-02,2021960,1960,2,2,1,1,02-02-1960
1960-02-03,3021960,1960,2,3,1,2,03-02-1960
1960-02-04,4021960,1960,2,4,1,3,04-02-1960
1960-02-05,5021960,1960,2,5,1,4,05-02-1960
1960-02-06,6021960,1960,2,6,1,5,06-02-1960
1960-02-07,7021960,1960,2,7,1,6,07-02-1960
1960-02-08,8021960,1960,2,8,1,0,08-02-1960
1960-02-09,9021960,1960,2,9,1,1,09-02-1960
1960-02-10,10021960,1960,2,10,1,2,10-02-1960
1960-02-11,11021960,1960,2,11,1,3,11-02-1960
1960-02-12,12021960,1960,2,12,1,4,12-02-1960
1960-02-13,13021960,1960,2,13,1,5,13-02-1960
1960-02-14,14021960,1960,2,14,1,6,14-02-1960
1960-02-15,15021960,1960,2,15,1,0,15-02-1960
1960-02-16,16021960,1960,2,16,1,1,16-02-1960
1960-02-17,17021960,1960,2,17,1,2,17-02-1960
1960-02-18,18021960,1960,2,18,1,3,18-02-1960
1960-02-19,19021960,1960,2,19,1,4,19-02-1960
1960-02-20,20021960,1960,2,20,1,5,20-02-1960
1960-02-21,21021960,1960,2,21,1,6,21-02-1960
1960-02-22,22021960,1960,2,22,1,0,22-02-1960
1960-02-23,23021960,1960,2,23,1,1,23-02-1960
1960-02-24,24021960,1960,2,24,1,2,24-02-1960
1960-02-25,25021960,1960,2,25,1,3,25-02-1960
1960-02-26,26021960,1960,2,26,1,4,26-02-1960
1960-02-27,27021960,1960,2,27,1,5,27-02-1960
1960-02-28,28021960,1960,2,28,1,6,28-02-1960
1960-02-29,29021960,1960,2,29,1,0,29-02-1960
1960-03-01,1031960,1960,3,1,1,1,01-03-1960
1960-03-02,2031960,1960,3,2,1,2,02-03-1960
1960-03-03,3031960,1960,3,3,1,3,03-03-1960
1960-03-04,4031960,1960,3,4,1,4,04-03-1960
1960-03-05,5031960,1960,3,5,1,5,05-03-1960
1960-03-06,6031960,1960,3,6,1,6,06-03-1960
1960-03-07,7031960,1960,3,7,1,0,07-03-1960
1960-03-08,8031960,1960,3,8,1,1,08-03-1960
1960-03-09,9031960,1960,3,9,1,2,09-03-1960
1960-03-10,10031960,1960,3,10,1,3,10-03-1960
1960-03-11,11031960,1960,3,11,1,4,11-03-1960
1960-03-12,12031960,1960,3,12,1,5,12-03-1960
1960-03-13,13031960,1960,3,13,1,6,13-03-1960
1960-03-14,14031960,1960,3,14,1,0,14-03-1960
1960-03-15,15031960,1960,3,15,1,1,15-03-1960
1960-03-16,16031960,1960,3,16,1,2,16-03-1960
1960-03-17,17031960,1960,3,17,1,3,17-03-1960
1960-03-18,18031960,1960,3,18,1,4,18-03-1960
1960-03-19,19031960,1960,3,19,1,5,19-03-1960
1960-03-20,20031960,1960,3,20,1,6,20-03-1960
1960-03-21,21031960,1960,3,21,1,0,21-03-1960
1960-03-22,22031960,1960,3,22,1,1,22-03-1960
1960-03-23,23031960,1960,3,23,1,2,23-03-1960
1960-03-24,24031960,1960,3,24,1,3,24-03-1960
1960-03-25,25031960,1960,3,25,1,4,25-03-1960
1960-03-26,26031960,1960,3,26,1,5,26-03-1960
1960-03-27,27031960,1960,3,27,1,6,27-03-1960
1960-03-28,28031960,1960,3,28,1,0,28-03-1960
1960-03-29,29031960,1960,3,29,1,1,29-03-1960
1960-03-30,30031960,1960,3,30,1,2,30-03-1960
1960-03-31,31031960,1960,3,31,1,3,31-03-1960
1960-04-01,1041960,1960,4,1,2,4,01-04-1960
1960-04-02,2041960,1960,4,2,2,5,02-04-1960
1960-04-03,3041960,1960,4,3,2,6,03-04-1960
1960-04-04,4041960,1960,4,4,2,0,04-04-1960
1960-04-05,5041960,1960,4,5,2,1,05-04-1960
1960-04-06,6041960,1960,4,6,2,2,06-04-1960
1960-04-07,7041960,1960,4,7,2,3,07-04-1960
1960-04-08,8041960,1960,4,8,2,4,08-04-1960
1960-04-09,9041960,1960,4,9,2,5,09-04-1960
1960-04-10,10041960,1960,4,10,2,6,10-04-1960
1960-04-11,11041960,1960,4,11,2,0,11-04-1960
1960-04-12,12041960,1960,4,12,2,1,12-04-1960
1960-04-13,13041960,1960,4,13,2,2,13-04-1960
1960-04-14,14041960,1960,4,14,2,3,14-04-1960
1960-04-15,15041960,1960,4,15,2,4,15-04-1960
1960-04-16,16041960,1960,4,16,2,5,16-04-1960
1960-04-17,17041960,1960,4,17,2,6,17-04-1960
1960-04-18,18041960,1960,4,18,2,0,18-04-1960
1960-04-19,19041960,1960,4,19,2,1,19-04-1960
1960-04-20,20041960,1960,4,20,2,2,20-04-1960
1960-04-21,21041960,1960,4,21,2,3,21-04-1960
1960-04-22,22041960,1960,4,22,2,4,22-04-1960
1960-04-23,23041960,1960,4,23,2,5,23-04-1960
1960-04-24,24041960,1960,4,24,2,6,24-04-1960
1960-04-25,25041960,1960,4,25,2,0,25-04-1960
1960-04-26,26041960,1960,4,26,2,1,26-04-1960
1960-04-27,27041960,1960,4,27,2,2,27-04-1960
1960-04-28,28041960,1960,4,28,2,3,28-04-1960
1960-04-29,29041960,1960,4,29,2,4,29-04-1960
1960-04-30,30041960,1960,4,30,2,5,30-04-1960
1960-05-01,1051960,1960,5,1,2,6,01-05-1960
1960-05-02,2051960,1960,5,2,2,0,02-05-1960
1960-05-03,3051960,1960,5,3,2,1,03-05-1960
1960-05-04,4051960,1960,5,4,2,2,04-05-1960
1960-05-05,5051960,1960,5,5,2,3,05-05-1960
1960-05-06,6051960,1960,5,6,2,4,06-05-1960
1960-05-07,7051960,1960,5,7,2,5,07-05-1960
1960-05-08,8051960,1960,5,8,2,6,08-05-1960
1960-05-09,9051960,1960,5,9,2,0,09-05-1960
1960-05-10,10051960,1960,5,10,2,1,10-05-1960
1960-05-11,11051960,1960,5,11,2,2,11-05-1960
1960-05-12,12051960,1960,5,12,2,3,12-05-1960
1960-05-13,13051960,1960,5,13,2,4,13-05-1960
1960-05-14,14051960,1960,5,14,2,5,14-05-1960
1960-05-15,15051960,1960,5,15,2,6,15-05-1960
1960-05-16,16051960,1960,5,16,2,0,16-05-1960
1960-05-17,17051960,1960,5,17,2,1,17-05-1960
1960-05-18,18051960,1960,5,18,2,2,18-05-1960
1960-05-19,19051960,1960,5,19,2,3,19-05-1960
1960-05-20,20051960,1960,5,20,2,4,20-05-1960
1960-05-21,21051960,1960,5,21,2,5,21-05-1960
1960-05-22,22051960,1960,5,22,2,6,22-05-1960
1960-05-23,23051960,1960,5,23,2,0,23-05-1960
1960-05-24,24051960,1960,5,24,2,1,24-05-1960
1960-05-25,25051960,1960,5,25,2,2,25-05-1960
1960-05-26,26051960,1960,5,26,2,3,26-05-1960
1960-05-27,27051960,1960,5,27,2,4,27-05-1960
1960-05-28,28051960,1960,5,28,2,5,28-05-1960
1960-05-29,29051960,1960,5,29,2,6,29-05-1960
1960-05-30,30051960,1960,5,30,2,0,30-05-1960
1960-05-31,31051960,1960,5,31,2,1,31-05-1960
1960-06-01,1061960,1960,6,1,2,2,01-06-1960
1960-06-02,2061960,1960,6,2,2,3,02-06-1960
1960-06-03,3061960,1960,6,3,2,4,03-06-1960
1960-06-04,4061960,1960,6,4,2,5,04-06-1960
1960-06-05,5061960,1960,6,5,2,6,05-06-1960
1960-06-06,6061960,1960,6,6,2,0,06-06-1960
1960-06-07,7061960,1960,6,7,2,1,07-06-1960
1960-06-08,8061960,1960,6,8,2,2,08-06-1960
1960-06-09,9061960,1960,6,9,2,3,09-06-1960
1960-06-10,10061960,1960,6,10,2,4,10-06-1960
1960-06-11,11061960,1960,6,11,2,5,11-06-1960
1960-06-12,12061960,1960,6,12,2,6,12-06-1960
1960-06-13,13061960,1960,6,13,2,0,13-06-1960
1960-06-14,14061960,1960,6,14,2,1,14-06-1960
1960-06-15,15061960,1960,6,15,2,2,15-06-1960
1960-06-16,16061960,1960,6,16,2,3,16-06-1960
1960-06-17,17061960,1960,6,17,2,4,17-06-1960
1960-06-18,18061960,1960,6,18,2,5,18-06-1960
1960-06-19,19061960,1960,6,19,2,6,19-06-1960
1960-06-20,20061960,1960,6,20,2,0,20-06-1960
1960-06-21,21061960,1960,6,21,2,1,21-06-1960
1960-06-22,22061960,1960,6,22,2,2,22-06-1960
1960-06-23,23061960,1960,6,23,2,3,23-06-1960
1960-06-24,24061960,1960,6,24,2,4,24-06-1960
1960-06-25,25061960,1960,6,25,2,5,25-06-1960
1960-06-26,26061960,1960,6,26,2,6,26-06-1960
1960-06-27,27061960,1960,6,27,2,0,27-06-1960
1960-06-28,28061960,1960,6,28,2,1,28-06-1960
1960-06-29,29061960,1960,6,29,2,2,29-06-1960
1960-06-30,30061960,1960,6,30,2,3,30-06-1960
1960-07-01,1071960,1960,7,1,3,4,01-07-1960
1960-07-02,2071960,1960,7,2,3,5,02-07-1960
1960-07-03,3071960,1960,7,3,3,6,03-07-1960
1960-07-04,4071960,1960,7,4,3,0,04-07-1960
1960-07-05,5071960,1960,7,5,3,1,05-07-1960
